EndDate,Beta,IR,Sharpe
2020-03-02,1.1452221826648559,-0.2956703797090347,-1.4933115968974224
2020-04-01,1.1954576405441388,-0.20175477848405632,-1.2148877185742324
2020-05-01,1.1423153499361676,-0.23964925220706032,-0.8181440197152577
2020-06-01,1.122612986907058,-0.475687768758897,-1.1156517349547066
2020-07-01,1.1337589883754027,-0.48696634380994824,-1.1963794241707566
2020-08-03,1.6197626600348718,-0.1502507601648246,0.2990026187118009
2020-09-01,1.7846467177359782,-0.15083264690794398,0.9216455223391251
2020-10-02,1.558908606666437,-0.2448101968701252,0.2703650905353388
2020-11-02,1.2582028813167743,-0.354223769639148,0.3028871426346146
2020-12-01,1.2287322715261162,-0.16592253530094447,0.8591154911629897
2021-01-04,0.95850818631179,0.18233802634352975,2.131305122697089
2021-02-01,0.8025991436095767,0.11405172346892505,2.102532430000726
2021-03-01,0.7293136927915452,0.6361119306004366,4.163020556355468
2021-04-01,0.754081544635393,0.6089516239288129,3.9362029243926764
2021-05-06,1.331370030242428,1.4270612556991424,3.6134128163958277
2021-06-01,1.425829973420348,1.0080828726687416,2.8545306092719085
2021-07-01,1.596906902114003,0.6884613920777105,1.8221284958097999
2021-08-02,1.4530522893133466,0.5358497492756769,1.470998356277797
2021-09-01,1.3149903651148962,0.46966214256109173,1.2173469097161513
2021-10-01,1.3147002627027045,0.3084465209827761,1.970252086862966
2021-11-01,1.3673498213392172,-0.23734022185624076,-0.2691486420851757
2021-12-01,1.2390002796025998,-0.2089721346670177,0.25447549248216716
2022-01-04,0.6631443962886183,0.2855592560107157,0.7996807003430717
2022-02-01,0.6523067505650739,0.458693634207701,1.0339913443666606
2022-03-01,0.6006577909155908,0.40558157561824715,0.8208069343355261
2022-04-01,0.6536369224621627,0.6459244810897473,1.1310080336946842
2022-05-02,0.1799749102975098,1.0467192711834206,7.047014502688082
2022-06-01,0.3400801412839664,1.2850480834941274,3.4780097794024654
2022-07-01,0.014648775118786725,0.4798347693110482,2.620538929491424
2022-08-01,0.09767517093791826,0.4072826016910859,2.703397044247014
2022-09-01,0.7245255094542127,0.3827731164194839,0.15318983921987653
2022-10-03,0.9443435810107159,0.3203954728771618,0.8736892349277399
2022-11-01,0.8956498750997974,0.07114044135666803,0.7050891858486453
2022-12-01,0.8238495619799141,0.16989458158771573,0.4195482195965914
2023-01-04,0.9785572650491433,0.8808667670278277,1.158142622053347
2023-02-01,0.9834832713499032,0.7410141455570274,0.9418953297119491
2023-03-01,0.9210744000589969,0.44016864863537714,1.9662281714958545
2023-04-03,0.7999903471092308,0.18107990570595087,1.5066722193526876
2023-05-01,0.7618411068817086,9.694298705777999e-05,1.1511066265044299
2023-06-01,1.370655712749288,-0.04452119933544314,2.7402515952058746
2023-07-03,1.1243671584613129,0.07184342947111212,2.5259986112477937
2023-08-01,0.9131186676363756,0.2629277278541916,3.0653733158416605
2023-09-01,0.6645646413191793,0.5956166970695427,4.303031430976447
2023-10-02,0.8939614094679056,0.6739808892921312,2.937180159914208
2023-11-01,0.885085040338859,1.0831625289463003,3.779468623685328
2023-12-01,1.0036268894136495,0.6376465744560859,2.088002080786171
2024-01-04,1.045402497817754,0.5919740794159432,2.2775995279861823
2024-02-01,1.1790659561546681,0.5592297622394984,2.5309489643412757
2024-03-01,1.3431939602118583,0.5438453338297736,2.6463980000277827
2024-04-01,1.4417123890666357,0.41143781840937205,2.44803547509123
2024-05-01,1.4636636149723437,0.6969760471406414,2.73074756413604
2024-06-03,1.2777335498724491,1.2911734257366005,4.332817545564051
2024-07-01,1.74737103305564,0.6236321200168299,2.0024875008442202
2024-08-01,2.176983040834967,0.26509845979654495,0.7629715672518022
2024-09-02,2.571653186186357,-0.05698664968121492,-0.5790749395064757
2024-10-01,2.6392961244617466,-0.03169366033951506,-0.3297351623561515
2024-11-01,2.435558926029322,-0.2609896276934984,-1.057271611872155
2024-12-02,1.8603018462955354,-0.367346850250025,-0.7844797392881903
2025-01-06,1.7136812620432984,-0.12676119592483898,-0.3009672488984986
2025-02-03,1.4941125105191562,0.26564554489120557,0.37770880686462216
2025-03-03,1.2316109953286607,0.6283704154763959,1.3001175142825212
2025-04-01,1.4451190117739452,0.02146762537973928,0.12379497919824811
2025-05-01,1.2523718768134493,-0.07544034828325986,0.3272463969403518
2025-06-02,1.2742690055762893,-0.017445906141506467,0.2553317667213907
2025-07-01,1.728671849023156,0.1849100962707449,1.2169525508216876
2025-08-01,2.694823866663117,0.36566622639488916,1.9458323444982102
2025-09-01,3.126476377276257,0.3937119660685192,2.3836807440013525
2025-10-01,0.8250194691936403,0.7580243295168874,5.632905439306782
2025-11-04,0.6837171016225985,1.0414579705541454,6.342471374586312
2025-12-01,0.8176401033239886,0.94677217081597,5.744031423760909
